Date, Close/Last, Volume, Open, High, Low
05/31/2019, 8552.8, N/A, 8342.9, 8584, 8499.4
05/30/2019, 8342.4, N/A, 8595.9, 8382.8, 8269
05/29/2019, 8590.6, N/A, 8656.4, 8715.1, 8558.5
05/28/2019, 8644.5, N/A, 8772.6, 8715.6, 8617.6
05/27/2019, 8782.5, N/A, 8745.3, 8794.1, 8724.6
05/26/2019, 8666.6, N/A, 7986.2, 8838.9, 8627.9
05/25/2019, 8015.8, N/A, 8009.9, 8046.5, 7997.6
05/24/2019, 8000.2, N/A, 7839.1, 8033.1, 7941
05/23/2019, 7823.4, N/A, 7659.8, 7906.8, 7816.6
05/22/2019, 7598.8, N/A, 7936.5, 7679.3, 7558.3
05/21/2019, 7941.1, N/A, 7906.1, 7998.4, 7906.7
05/20/2019, 7893, N/A, 7898.9, 8016.8, 7836.3
05/19/2019, 7912.2, N/A, 7689.2, 8156.4, 7818.2
05/18/2019, 7704.4, N/A, 7298.5, 7772.2, 7252.3
05/17/2019, 7308.4, N/A, 7798.8, 7434.6, 7242.2
05/16/2019, 7772.7, N/A, 8287.2, 7924, 7765
05/15/2019, 8246.1, N/A, 8007.8, 8288.2, 8142
05/14/2019, 8011.3, N/A, 7880.2, 8123.4, 7963.3
05/13/2019, 7889.9, N/A, 7047.8, 8041, 7784.8
05/12/2019, 7056.8, N/A, 7155.5, 7087.4, 6893.1
05/11/2019, 6910.2, N/A, 6421.5, 6974.3, 6386.5
05/10/2019, 6499.5, N/A, 6267.7, 6518.5, 6386.5
05/09/2019, 6225.4, N/A, 6088.9, 6225.8, 6157.8
05/08/2019, 6081.3, N/A, 5876.7, 6105, 5990
05/07/2019, 5880.1, N/A, 5949.2, 5891.3, 5799.1
05/06/2019, 5944.2, N/A, 5692.5, 5944.2, 5745.5
05/05/2019, 5688.1, N/A, 5640.4, 5774.5, 5688.1
05/04/2019, 5819.9, N/A, 5230.5, 5821, 5319.5
05/03/2019, 5837, N/A, 5230.5, 5837, 5319.5
03/18/2019, 3974.4, N/A, 3983.8, 4032.3, 3958.5
03/17/2019, 3979.6, N/A, 4012.5, 4009.8, 3956.3
03/16/2019, 4001.9, N/A, 3922.4, 4050.6, 3923.7
03/15/2019, 3926.7, N/A, 3882.7, 3935.7, 3874.8
03/14/2019, 3879.8, N/A, 3864.6, 3914.7, 3828.4
03/13/2019, 3864.9, N/A, 3887.6, 3894.7, 3847.4
03/12/2019, 3886, N/A, 3870.3, 3900.1, 3817.1
03/11/2019, 3865.1, N/A, 3915.6, 3935.5, 3842.4
03/10/2019, 3915.2, N/A, 3944.3, 3944.5, 3889.2
03/09/2019, 3944.4, N/A, 3865.9, 3964, 3859.7
03/08/2019, 3865.9, N/A, 3875.1, 3929, 3810.7
